year;airport;Country;Continente;annual_visitors_air;male_visitors;female_visitors
2018;Cochin;Pakistan;Asia;0;54.9;45.1
2019;Delhi;Pakistan;Asia;741;68.1;31.9
2019;Mumbai;Pakistan;Asia;1327;68.1;31.9
2019;Chennai;Pakistan;Asia;78;68.1;31.9
2019;Calicut;Pakistan;Asia;39;68.1;31.9
2019;Benguluru;Pakistan;Asia;78;68.1;31.9
2019;Kolkata;Pakistan;Asia;39;68.1;31.9
2019;Hyderabad;Pakistan;Asia;78;68.1;31.9
2019;Cochin;Pakistan;Asia;0;68.1;31.9
2020;Delhi;Pakistan;Asia;370;72.11;27.89
2020;Mumbai;Pakistan;Asia;683;72.11;27.89
2020;Chennai;Pakistan;Asia;57;72.11;27.89
2020;Calicut;Pakistan;Asia;14;72.11;27.89
2020;Benguluru;Pakistan;Asia;14;72.11;27.89
2020;Kolkata;Pakistan;Asia;0;72.11;27.89
2020;Hyderabad;Pakistan;Asia;14;72.11;27.89
2020;Cochin;Pakistan;Asia;14;72.11;27.89
2014;Delhi;Sri Lanka;Asia;9048;59.9;40.1
2014;Mumbai;Sri Lanka;Asia;79321;59.9;40.1
2014;Chennai;Sri Lanka;Asia;2714;59.9;40.1
2014;Calicut;Sri Lanka;Asia;141752;59.9;40.1
2014;Benguluru;Sri Lanka;Asia;603;59.9;40.1
2014;Kolkata;Sri Lanka;Asia;0;59.9;40.1
2014;Hyderabad;Sri Lanka;Asia;68162;59.9;40.1
2014;Cochin;Sri Lanka;Asia;0;59.9;40.1
2015;Delhi;Sri Lanka;Asia;4493;58.3;41.7
2015;Mumbai;Sri Lanka;Asia;83265;58.3;41.7
2015;Chennai;Sri Lanka;Asia;1198;58.3;41.7
2015;Calicut;Sri Lanka;Asia;153051;58.3;41.7
2015;Benguluru;Sri Lanka;Asia;899;58.3;41.7
2015;Kolkata;Sri Lanka;Asia;0;58.3;41.7
2015;Hyderabad;Sri Lanka;Asia;56608;58.3;41.7
2015;Cochin;Sri Lanka;Asia;0;58.3;41.7
2016;Delhi;Sri Lanka;Asia;35988;56.4;43.6
2016;Mumbai;Sri Lanka;Asia;30634;56.4;43.6
2016;Chennai;Sri Lanka;Asia;151088;56.4;43.6
2016;Calicut;Sri Lanka;Asia;297;56.4;43.6
2016;Benguluru;Sri Lanka;Asia;14276;56.4;43.6
2016;Kolkata;Sri Lanka;Asia;4759;56.4;43.6
2016;Hyderabad;Sri Lanka;Asia;297;56.4;43.6
2016;Cochin;Sri Lanka;Asia;5948;56.4;43.6
2017;Delhi;Sri Lanka;Asia;35520;54.5;45.5
2017;Mumbai;Sri Lanka;Asia;27323;54.5;45.5
2017;Chennai;Sri Lanka;Asia;131151;54.5;45.5
2017;Calicut;Sri Lanka;Asia;0;54.5;45.5
2017;Benguluru;Sri Lanka;Asia;20644;54.5;45.5
2017;Kolkata;Sri Lanka;Asia;3036;54.5;45.5
2017;Hyderabad;Sri Lanka;Asia;1214;54.5;45.5
2017;Cochin;Sri Lanka;Asia;25198;54.5;45.5
2018;Delhi;Sri Lanka;Asia;41381;52.5;47.5
2018;Mumbai;Sri Lanka;Asia;26526;52.5;47.5
2018;Chennai;Sri Lanka;Asia;163048;52.5;47.5
2018;Calicut;Sri Lanka;Asia;0;52.5;47.5
2018;Benguluru;Sri Lanka;Asia;18745;52.5;47.5
2018;Kolkata;Sri Lanka;Asia;1768;52.5;47.5
2018;Hyderabad;Sri Lanka;Asia;2122;52.5;47.5
2018;Cochin;Sri Lanka;Asia;4598;52.5;47.5
2019;Delhi;Sri Lanka;Asia;45328;52.6;47.4
2019;Mumbai;Sri Lanka;Asia;39372;52.6;47.4
2019;Chennai;Sri Lanka;Asia;142601;52.6;47.4
2019;Calicut;Sri Lanka;Asia;0;52.6;47.4
2019;Benguluru;Sri Lanka;Asia;55585;52.6;47.4
2019;Kolkata;Sri Lanka;Asia;3970;52.6;47.4
2019;Hyderabad;Sri Lanka;Asia;11580;52.6;47.4
2019;Cochin;Sri Lanka;Asia;4632;52.6;47.4
2020;Delhi;Sri Lanka;Asia;12150;57;43
2020;Mumbai;Sri Lanka;Asia;10228;57;43
2020;Chennai;Sri Lanka;Asia;26017;57;43
2020;Calicut;Sri Lanka;Asia;0;57;43
2020;Benguluru;Sri Lanka;Asia;10915;57;43
2020;Kolkata;Sri Lanka;Asia;824;57;43
2020;Hyderabad;Sri Lanka;Asia;2471;57;43
2020;Cochin;Sri Lanka;Asia;892;57;43
2014;Delhi;Indonesia;Asia;8279;59;41
2014;Mumbai;Indonesia;Asia;1675;59;41
2014;Chennai;Indonesia;Asia;2770;59;41
2014;Calicut;Indonesia;Asia;11050;59;41
2014;Benguluru;Indonesia;Asia;2899;59;41
2014;Kolkata;Indonesia;Asia;1289;59;41
2014;Hyderabad;Indonesia;Asia;4252;59;41
2014;Cochin;Indonesia;Asia;0;59;41
2015;Delhi;Indonesia;Asia;9956;64.3;35.7
2015;Mumbai;Indonesia;Asia;2201;64.3;35.7
2015;Chennai;Indonesia;Asia;2620;64.3;35.7
2015;Calicut;Indonesia;Asia;11703;64.3;35.7
2015;Benguluru;Indonesia;Asia;3074;64.3;35.7
2015;Kolkata;Indonesia;Asia;1502;64.3;35.7
2015;Hyderabad;Indonesia;Asia;3878;64.3;35.7
2015;Cochin;Indonesia;Asia;0;64.3;35.7
2016;Delhi;Indonesia;Asia;12455;60.9;39.1
2016;Mumbai;Indonesia;Asia;9367;60.9;39.1
2016;Chennai;Indonesia;Asia;2772;60.9;39.1
2016;Calicut;Indonesia;Asia;35;60.9;39.1
2016;Benguluru;Indonesia;Asia;2877;60.9;39.1
2016;Kolkata;Indonesia;Asia;1053;60.9;39.1
2016;Hyderabad;Indonesia;Asia;1474;60.9;39.1
2016;Cochin;Indonesia;Asia;1123;60.9;39.1
2017;Delhi;Indonesia;Asia;17457;57.7;42.3
2017;Mumbai;Indonesia;Asia;11301;57.7;42.3
2017;Chennai;Indonesia;Asia;2990;57.7;42.3
2017;Calicut;Indonesia;Asia;44;57.7;42.3
2017;Benguluru;Indonesia;Asia;3650;57.7;42.3
2017;Kolkata;Indonesia;Asia;1671;57.7;42.3
2017;Hyderabad;Indonesia;Asia;1495;57.7;42.3
2017;Cochin;Indonesia;Asia;132;57.7;42.3
2018;Delhi;Indonesia;Asia;18466;53;47
2018;Mumbai;Indonesia;Asia;10311;53;47
2018;Chennai;Indonesia;Asia;3187;53;47
2018;Calicut;Indonesia;Asia;0;53;47
2018;Benguluru;Indonesia;Asia;4405;53;47
2018;Kolkata;Indonesia;Asia;1734;53;47
2018;Hyderabad;Indonesia;Asia;1359;53;47
2018;Cochin;Indonesia;Asia;937;53;47
2019;Delhi;Indonesia;Asia;10286;54;46
2019;Mumbai;Indonesia;Asia;8932;54;46
2019;Chennai;Indonesia;Asia;7175;54;46
2019;Calicut;Indonesia;Asia;0;54;46
2019;Benguluru;Indonesia;Asia;7276;54;46
2019;Kolkata;Indonesia;Asia;6021;54;46
2019;Hyderabad;Indonesia;Asia;2509;54;46
2019;Cochin;Indonesia;Asia;3211;54;46
2020;Delhi;Indonesia;Asia;3326;57.28;42.72
2020;Mumbai;Indonesia;Asia;2335;57.28;42.72
2020;Chennai;Indonesia;Asia;1097;57.28;42.72
2020;Calicut;Indonesia;Asia;12;57.28;42.72
2020;Benguluru;Indonesia;Asia;1215;57.28;42.72
2020;Kolkata;Indonesia;Asia;955;57.28;42.72
2020;Hyderabad;Indonesia;Asia;790;57.28;42.72
2020;Cochin;Indonesia;Asia;531;57.28;42.72
2014;Delhi;Malaysia;Asia;26465;53.2;46.8
2014;Mumbai;Malaysia;Asia;5241;53.2;46.8
2014;Chennai;Malaysia;Asia;66293;53.2;46.8
2014;Calicut;Malaysia;Asia;39566;53.2;46.8
2014;Benguluru;Malaysia;Asia;17032;53.2;46.8
2014;Kolkata;Malaysia;Asia;6027;53.2;46.8
2014;Hyderabad;Malaysia;Asia;101404;53.2;46.8
2014;Cochin;Malaysia;Asia;0;53.2;46.8
2015;Delhi;Malaysia;Asia;28386;53.8;46.2
2015;Mumbai;Malaysia;Asia;5186;53.8;46.2
2015;Chennai;Malaysia;Asia;61139;53.8;46.2
2015;Calicut;Malaysia;Asia;39304;53.8;46.2
2015;Benguluru;Malaysia;Asia;16922;53.8;46.2
2015;Kolkata;Malaysia;Asia;8188;53.8;46.2
2015;Hyderabad;Malaysia;Asia;113816;53.8;46.2
2015;Cochin;Malaysia;Asia;0;53.8;46.2
2016;Delhi;Malaysia;Asia;43784;52.6;47.4
2016;Mumbai;Malaysia;Asia;28384;52.6;47.4
2016;Chennai;Malaysia;Asia;64318;52.6;47.4
2016;Calicut;Malaysia;Asia;0;52.6;47.4
2016;Benguluru;Malaysia;Asia;17816;52.6;47.4
2016;Kolkata;Malaysia;Asia;5133;52.6;47.4
2016;Hyderabad;Malaysia;Asia;8455;52.6;47.4
2016;Cochin;Malaysia;Asia;27780;52.6;47.4
2017;Delhi;Malaysia;Asia;48963;52.1;47.9
2017;Mumbai;Malaysia;Asia;27381;52.1;47.9
2017;Chennai;Malaysia;Asia;69257;52.1;47.9
2017;Calicut;Malaysia;Asia;0;52.1;47.9
2017;Benguluru;Malaysia;Asia;19005;52.1;47.9
2017;Kolkata;Malaysia;Asia;5476;52.1;47.9
2017;Hyderabad;Malaysia;Asia;7409;52.1;47.9
2017;Cochin;Malaysia;Asia;28669;52.1;47.9
2018;Delhi;Malaysia;Asia;54898;50.5;49.5
2018;Mumbai;Malaysia;Asia;26810;50.5;49.5
2018;Chennai;Malaysia;Asia;79155;50.5;49.5
2018;Calicut;Malaysia;Asia;0;50.5;49.5
2018;Benguluru;Malaysia;Asia;18193;50.5;49.5
2018;Kolkata;Malaysia;Asia;5107;50.5;49.5
2018;Hyderabad;Malaysia;Asia;7341;50.5;49.5
2018;Cochin;Malaysia;Asia;19150;50.5;49.5
2019;Delhi;Malaysia;Asia;82976;51.2;48.8
2019;Mumbai;Malaysia;Asia;74611;51.2;48.8
2019;Chennai;Malaysia;Asia;31785;51.2;48.8
2019;Calicut;Malaysia;Asia;0;51.2;48.8
2019;Benguluru;Malaysia;Asia;39146;51.2;48.8
2019;Kolkata;Malaysia;Asia;26432;51.2;48.8
2019;Hyderabad;Malaysia;Asia;22751;51.2;48.8
2019;Cochin;Malaysia;Asia;17398;51.2;48.8
2020;Delhi;Malaysia;Asia;8737;53.95;46.05
2020;Mumbai;Malaysia;Asia;4194;53.95;46.05
2020;Chennai;Malaysia;Asia;15727;53.95;46.05
2020;Calicut;Malaysia;Asia;0;53.95;46.05
2020;Benguluru;Malaysia;Asia;6710;53.95;46.05
2020;Kolkata;Malaysia;Asia;4543;53.95;46.05
2020;Hyderabad;Malaysia;Asia;3006;53.95;46.05
2020;Cochin;Malaysia;Asia;5801;53.95;46.05
2014;Delhi;Myanmar;Asia;1311;45.3;54.7
2014;Mumbai;Myanmar;Asia;4043;45.3;54.7
2014;Chennai;Myanmar;Asia;2513;45.3;54.7
2014;Calicut;Myanmar;Asia;2841;45.3;54.7
2014;Benguluru;Myanmar;Asia;273;45.3;54.7
2014;Kolkata;Myanmar;Asia;219;45.3;54.7
2014;Hyderabad;Myanmar;Asia;43432;45.3;54.7
2014;Cochin;Myanmar;Asia;0;45.3;54.7
2015;Delhi;Myanmar;Asia;1550;44.7;55.3
2015;Mumbai;Myanmar;Asia;2767;44.7;55.3
2015;Chennai;Myanmar;Asia;2822;44.7;55.3
2015;Calicut;Myanmar;Asia;3044;44.7;55.3
2015;Benguluru;Myanmar;Asia;332;44.7;55.3
2015;Kolkata;Myanmar;Asia;277;44.7;55.3
2015;Hyderabad;Myanmar;Asia;44550;44.7;55.3
2015;Cochin;Myanmar;Asia;0;44.7;55.3
2016;Delhi;Myanmar;Asia;3802;46.5;53.5
2016;Mumbai;Myanmar;Asia;1747;46.5;53.5
2016;Chennai;Myanmar;Asia;2877;46.5;53.5
2016;Calicut;Myanmar;Asia;0;46.5;53.5
2016;Benguluru;Myanmar;Asia;411;46.5;53.5
2016;Kolkata;Myanmar;Asia;3031;46.5;53.5
2016;Hyderabad;Myanmar;Asia;360;46.5;53.5
2016;Cochin;Myanmar;Asia;154;46.5;53.5
2017;Delhi;Myanmar;Asia;3816;44.9;55.1
2017;Mumbai;Myanmar;Asia;1595;44.9;55.1
2017;Chennai;Myanmar;Asia;3360;44.9;55.1
2017;Calicut;Myanmar;Asia;0;44.9;55.1
2017;Benguluru;Myanmar;Asia;342;44.9;55.1
2017;Kolkata;Myanmar;Asia;3531;44.9;55.1
2017;Hyderabad;Myanmar;Asia;513;44.9;55.1
2017;Cochin;Myanmar;Asia;1879;44.9;55.1
2018;Delhi;Myanmar;Asia;4925;42.5;57.5
2018;Mumbai;Myanmar;Asia;1894;42.5;57.5
2018;Chennai;Myanmar;Asia;3713;42.5;57.5
2018;Calicut;Myanmar;Asia;0;42.5;57.5
2018;Benguluru;Myanmar;Asia;379;42.5;57.5
2018;Kolkata;Myanmar;Asia;5153;42.5;57.5
2018;Hyderabad;Myanmar;Asia;455;42.5;57.5
2018;Cochin;Myanmar;Asia;227;42.5;57.5
2019;Delhi;Myanmar;Asia;11463;42.3;57.7
2019;Mumbai;Myanmar;Asia;6253;42.3;57.7
2019;Chennai;Myanmar;Asia;15197;42.3;57.7
2019;Calicut;Myanmar;Asia;0;42.3;57.7
2019;Benguluru;Myanmar;Asia;9118;42.3;57.7
2019;Kolkata;Myanmar;Asia;5211;42.3;57.7
2019;Hyderabad;Myanmar;Asia;4255;42.3;57.7
2019;Cochin;Myanmar;Asia;9553;42.3;57.7
2020;Delhi;Myanmar;Asia;3211;40.14;59.86
2020;Mumbai;Myanmar;Asia;776;40.14;59.86
2020;Chennai;Myanmar;Asia;847;40.14;59.86
2020;Calicut;Myanmar;Asia;0;40.14;59.86
2020;Benguluru;Myanmar;Asia;459;40.14;59.86
2020;Kolkata;Myanmar;Asia;25198;40.14;59.86
2020;Hyderabad;Myanmar;Asia;388;40.14;59.86
2020;Cochin;Myanmar;Asia;247;40.14;59.86
2014;Delhi;Philippines;Asia;9513;53.2;46.8
2014;Mumbai;Philippines;Asia;1384;53.2;46.8
2014;Chennai;Philippines;Asia;4627;53.2;46.8
2014;Calicut;Philippines;Asia;8345;53.2;46.8
2014;Benguluru;Philippines;Asia;2940;53.2;46.8
2014;Kolkata;Philippines;Asia;2162;53.2;46.8
2014;Hyderabad;Philippines;Asia;14269;53.2;46.8
2014;Cochin;Philippines;Asia;0;53.2;46.8
2015;Delhi;Philippines;Asia;10541;56;44
2015;Mumbai;Philippines;Asia;1581;56;44
2015;Chennai;Philippines;Asia;4360;56;44
2015;Calicut;Philippines;Asia;7666;56;44
2015;Benguluru;Philippines;Asia;3354;56;44
2015;Kolkata;Philippines;Asia;2683;56;44
2015;Hyderabad;Philippines;Asia;17727;56;44
2015;Cochin;Philippines;Asia;0;56;44
2016;Delhi;Philippines;Asia;9168;53.5;46.5
2016;Mumbai;Philippines;Asia;10644;53.5;46.5
2016;Chennai;Philippines;Asia;4215;53.5;46.5
2016;Calicut;Philippines;Asia;0;53.5;46.5
2016;Benguluru;Philippines;Asia;3267;53.5;46.5
2016;Kolkata;Philippines;Asia;1633;53.5;46.5
2016;Hyderabad;Philippines;Asia;3056;53.5;46.5
2016;Cochin;Philippines;Asia;4479;53.5;46.5
2017;Delhi;Philippines;Asia;9444;51;49
2017;Mumbai;Philippines;Asia;9983;51;49
2017;Chennai;Philippines;Asia;4317;51;49
2017;Calicut;Philippines;Asia;0;51;49
2017;Benguluru;Philippines;Asia;3831;51;49
2017;Kolkata;Philippines;Asia;1835;51;49
2017;Hyderabad;Philippines;Asia;3022;51;49
2017;Cochin;Philippines;Asia;540;51;49
2018;Delhi;Philippines;Asia;11069;45.2;54.8
2018;Mumbai;Philippines;Asia;10588;45.2;54.8
2018;Chennai;Philippines;Asia;4866;45.2;54.8
2018;Calicut;Philippines;Asia;0;45.2;54.8
2018;Benguluru;Philippines;Asia;4920;45.2;54.8
2018;Kolkata;Philippines;Asia;4652;45.2;54.8
2018;Hyderabad;Philippines;Asia;3208;45.2;54.8
2018;Cochin;Philippines;Asia;4759;45.2;54.8
2019;Delhi;Philippines;Asia;8121;45;55
2019;Mumbai;Philippines;Asia;5301;45;55
2019;Chennai;Philippines;Asia;5188;45;55
2019;Calicut;Philippines;Asia;0;45;55
2019;Benguluru;Philippines;Asia;2820;45;55
2019;Kolkata;Philippines;Asia;27915;45;55
2019;Hyderabad;Philippines;Asia;1015;45;55
2019;Cochin;Philippines;Asia;902;45;55
2020;Delhi;Philippines;Asia;5121;59.72;40.28
2020;Mumbai;Philippines;Asia;2504;59.72;40.28
2020;Chennai;Philippines;Asia;2119;59.72;40.28
2020;Calicut;Philippines;Asia;0;59.72;40.28
2020;Benguluru;Philippines;Asia;1059;59.72;40.28
2020;Kolkata;Philippines;Asia;642;59.72;40.28
2020;Hyderabad;Philippines;Asia;1204;59.72;40.28
2020;Cochin;Philippines;Asia;401;59.72;40.28
2014;Delhi;Singapore;Asia;30749;59.4;40.6
2014;Mumbai;Singapore;Asia;3316;59.4;40.6
2014;Chennai;Singapore;Asia;42205;59.4;40.6
2014;Calicut;Singapore;Asia;33010;59.4;40.6
2014;Benguluru;Singapore;Asia;11003;59.4;40.6
2014;Kolkata;Singapore;Asia;3316;59.4;40.6
2014;Hyderabad;Singapore;Asia;27132;59.4;40.6
2014;Cochin;Singapore;Asia;0;59.4;40.6
2015;Delhi;Singapore;Asia;31818;59.1;40.9
2015;Mumbai;Singapore;Asia;3958;59.1;40.9
2015;Chennai;Singapore;Asia;38364;59.1;40.9
2015;Calicut;Singapore;Asia;31513;59.1;40.9
2015;Benguluru;Singapore;Asia;11875;59.1;40.9
2015;Kolkata;Singapore;Asia;3806;59.1;40.9
2015;Hyderabad;Singapore;Asia;30904;59.1;40.9
2015;Cochin;Singapore;Asia;0;59.1;40.9
2016;Delhi;Singapore;Asia;31592;58;42
2016;Mumbai;Singapore;Asia;33556;58;42
2016;Chennai;Singapore;Asia;39776;58;42
2016;Calicut;Singapore;Asia;0;58;42
2016;Benguluru;Singapore;Asia;12440;58;42
2016;Kolkata;Singapore;Asia;3929;58;42
2016;Hyderabad;Singapore;Asia;3929;58;42
2016;Cochin;Singapore;Asia;5402;58;42
2017;Delhi;Singapore;Asia;32357;57.2;42.8
2017;Mumbai;Singapore;Asia;35170;57.2;42.8
2017;Chennai;Singapore;Asia;43435;57.2;42.8
2017;Calicut;Singapore;Asia;0;57.2;42.8
2017;Benguluru;Singapore;Asia;13716;57.2;42.8
2017;Kolkata;Singapore;Asia;3693;57.2;42.8
2017;Hyderabad;Singapore;Asia;4396;57.2;42.8
2017;Cochin;Singapore;Asia;43084;57.2;42.8
2018;Delhi;Singapore;Asia;36165;57.3;42.7
2018;Mumbai;Singapore;Asia;35431;57.3;42.7
2018;Chennai;Singapore;Asia;43325;57.3;42.7
2018;Calicut;Singapore;Asia;0;57.3;42.7
2018;Benguluru;Singapore;Asia;16522;57.3;42.7
2018;Kolkata;Singapore;Asia;4222;57.3;42.7
2018;Hyderabad;Singapore;Asia;4406;57.3;42.7
2018;Cochin;Singapore;Asia;4773;57.3;42.7
2019;Delhi;Singapore;Asia;52845;57;43
2019;Mumbai;Singapore;Asia;32315;57;43
2019;Chennai;Singapore;Asia;23381;57;43
2019;Calicut;Singapore;Asia;0;57;43
2019;Benguluru;Singapore;Asia;16918;57;43
2019;Kolkata;Singapore;Asia;8364;57;43
2019;Hyderabad;Singapore;Asia;13686;57;43
2019;Cochin;Singapore;Asia;6083;57;43
2020;Delhi;Singapore;Asia;4893;58.66;41.34
2020;Mumbai;Singapore;Asia;4488;58.66;41.34
2020;Chennai;Singapore;Asia;7087;58.66;41.34
2020;Calicut;Singapore;Asia;0;58.66;41.34
2020;Benguluru;Singapore;Asia;3105;58.66;41.34
2020;Kolkata;Singapore;Asia;1822;58.66;41.34
2020;Hyderabad;Singapore;Asia;1249;58.66;41.34
2020;Cochin;Singapore;Asia;877;58.66;41.34
2014;Delhi;Thailand;Asia;12258;44.1;55.9
2014;Mumbai;Thailand;Asia;25243;44.1;55.9
2014;Chennai;Thailand;Asia;4369;44.1;55.9
2014;Calicut;Thailand;Asia;33739;44.1;55.9
2014;Benguluru;Thailand;Asia;5583;44.1;55.9
2014;Kolkata;Thailand;Asia;971;44.1;55.9
2014;Hyderabad;Thailand;Asia;39200;44.1;55.9
2014;Cochin;Thailand;Asia;0;44.1;55.9
2015;Delhi;Thailand;Asia;13903;46.4;53.6
2015;Mumbai;Thailand;Asia;25026;46.4;53.6
2015;Chennai;Thailand;Asia;4403;46.4;53.6
2015;Calicut;Thailand;Asia;27691;46.4;53.6
2015;Benguluru;Thailand;Asia;6025;46.4;53.6
2015;Kolkata;Thailand;Asia;1274;46.4;53.6
2015;Hyderabad;Thailand;Asia;37539;46.4;53.6
2015;Cochin;Thailand;Asia;0;46.4;53.6
2016;Delhi;Thailand;Asia;33865;43.4;56.6
2016;Mumbai;Thailand;Asia;15556;43.4;56.6
2016;Chennai;Thailand;Asia;5385;43.4;56.6
2016;Calicut;Thailand;Asia;0;43.4;56.6
2016;Benguluru;Thailand;Asia;6342;43.4;56.6
2016;Kolkata;Thailand;Asia;28719;43.4;56.6
2016;Hyderabad;Thailand;Asia;1556;43.4;56.6
2016;Cochin;Thailand;Asia;838;43.4;56.6
2017;Delhi;Thailand;Asia;37403;56.9;43
2017;Mumbai;Thailand;Asia;15269;56.9;43
2017;Chennai;Thailand;Asia;5183;56.9;43
2017;Calicut;Thailand;Asia;0;56.9;43
2017;Benguluru;Thailand;Asia;6584;56.9;43
2017;Kolkata;Thailand;Asia;28438;56.9;43
2017;Hyderabad;Thailand;Asia;1681;56.9;43
2017;Cochin;Thailand;Asia;981;56.9;43
2018;Delhi;Thailand;Asia;41740;40.2;59.8
2018;Mumbai;Thailand;Asia;15964;40.2;59.8
2018;Chennai;Thailand;Asia;5321;40.2;59.8
2018;Calicut;Thailand;Asia;0;40.2;59.8
2018;Benguluru;Thailand;Asia;6652;40.2;59.8
2018;Kolkata;Thailand;Asia;25277;40.2;59.8
2018;Hyderabad;Thailand;Asia;1996;40.2;59.8
2018;Cochin;Thailand;Asia;1330;40.2;59.8
2019;Delhi;Thailand;Asia;25153;40.4;59.6
2019;Mumbai;Thailand;Asia;24984;40.4;59.6
2019;Chennai;Thailand;Asia;34331;40.4;59.6
2019;Calicut;Thailand;Asia;0;40.4;59.6
2019;Benguluru;Thailand;Asia;18185;40.4;59.6
2019;Kolkata;Thailand;Asia;9687;40.4;59.6
2019;Hyderabad;Thailand;Asia;7648;40.4;59.6
2019;Cochin;Thailand;Asia;5779;40.4;59.6
2020;Delhi;Thailand;Asia;15051;41.92;58.08
2020;Mumbai;Thailand;Asia;11104;41.92;58.08
2020;Chennai;Thailand;Asia;4421;41.92;58.08
2020;Calicut;Thailand;Asia;0;41.92;58.08
2020;Benguluru;Thailand;Asia;5789;41.92;58.08
2020;Kolkata;Thailand;Asia;8473;41.92;58.08
2020;Hyderabad;Thailand;Asia;1421;41.92;58.08
2020;Cochin;Thailand;Asia;947;41.92;58.08
2014;Delhi;Vietnam;Asia;1710;48.4;51.6
2014;Mumbai;Vietnam;Asia;2013;48.4;51.6
2014;Chennai;Vietnam;Asia;620;48.4;51.6
2014;Calicut;Vietnam;Asia;3662;48.4;51.6
2014;Benguluru;Vietnam;Asia;908;48.4;51.6
2014;Kolkata;Vietnam;Asia;333;48.4;51.6
2014;Hyderabad;Vietnam;Asia;5886;48.4;51.6
2014;Cochin;Vietnam;Asia;0;48.4;51.6
2015;Delhi;Vietnam;Asia;2102;51.3;48.7
2015;Mumbai;Vietnam;Asia;1197;51.3;48.7
2015;Chennai;Vietnam;Asia;675;51.3;48.7
2015;Calicut;Vietnam;Asia;4894;51.3;48.7
2015;Benguluru;Vietnam;Asia;1089;51.3;48.7
2015;Kolkata;Vietnam;Asia;353;51.3;48.7
2015;Hyderabad;Vietnam;Asia;5032;51.3;48.7
2015;Cochin;Vietnam;Asia;0;51.3;48.7
2016;Delhi;Vietnam;Asia;6842;51.5;48.5
2016;Mumbai;Vietnam;Asia;2041;51.5;48.5
2016;Chennai;Vietnam;Asia;652;51.5;48.5
2016;Calicut;Vietnam;Asia;0;51.5;48.5
2016;Benguluru;Vietnam;Asia;1121;51.5;48.5
2016;Kolkata;Vietnam;Asia;1154;51.5;48.5
2016;Hyderabad;Vietnam;Asia;401;51.5;48.5
2016;Cochin;Vietnam;Asia;201;51.5;48.5
2017;Delhi;Vietnam;Asia;8225;45.8;54.2
2017;Mumbai;Vietnam;Asia;11315;45.8;54.2
2017;Chennai;Vietnam;Asia;713;45.8;54.2
2017;Calicut;Vietnam;Asia;0;45.8;54.2
2017;Benguluru;Vietnam;Asia;1355;45.8;54.2
2017;Kolkata;Vietnam;Asia;1450;45.8;54.2
2017;Hyderabad;Vietnam;Asia;499;45.8;54.2
2017;Cochin;Vietnam;Asia;214;45.8;54.2
2018;Delhi;Vietnam;Asia;9837;42.4;57.6
2018;Mumbai;Vietnam;Asia;2766;42.4;57.6
2018;Chennai;Vietnam;Asia;1037;42.4;57.6
2018;Calicut;Vietnam;Asia;0;42.4;57.6
2018;Benguluru;Vietnam;Asia;1666;42.4;57.6
2018;Kolkata;Vietnam;Asia;2357;42.4;57.6
2018;Hyderabad;Vietnam;Asia;534;42.4;57.6
2018;Cochin;Vietnam;Asia;314;42.4;57.6
2019;Delhi;Vietnam;Asia;9149;41.8;58.2
2019;Mumbai;Vietnam;Asia;6492;41.8;58.2
2019;Chennai;Vietnam;Asia;2624;41.8;58.2
2019;Calicut;Vietnam;Asia;0;41.8;58.2
2019;Benguluru;Vietnam;Asia;4272;41.8;58.2
2019;Kolkata;Vietnam;Asia;5550;41.8;58.2
2019;Hyderabad;Vietnam;Asia;1110;41.8;58.2
2019;Cochin;Vietnam;Asia;807;41.8;58.2
2020;Delhi;Vietnam;Asia;2693;44.87;55.13
2020;Mumbai;Vietnam;Asia;750;44.87;55.13
2020;Chennai;Vietnam;Asia;441;44.87;55.13
2020;Calicut;Vietnam;Asia;0;44.87;55.13
2020;Benguluru;Vietnam;Asia;494;44.87;55.13
2020;Kolkata;Vietnam;Asia;3708;44.87;55.13
2020;Hyderabad;Vietnam;Asia;177;44.87;55.13
2020;Cochin;Vietnam;Asia;159;44.87;55.13
2014;Delhi;China;Asia;32222;63.4;36.6
2014;Mumbai;China;Asia;12128;63.4;36.6
2014;Chennai;China;Asia;13939;63.4;36.6
2014;Calicut;China;Asia;93225;63.4;36.6
2014;Benguluru;China;Asia;15206;63.4;36.6
2014;Kolkata;China;Asia;4888;63.4;36.6
2014;Hyderabad;China;Asia;9413;63.4;36.6
2014;Cochin;China;Asia;0;63.4;36.6
2015;Delhi;China;Asia;38789;63.8;36.2
2015;Mumbai;China;Asia;13205;63.8;36.2
2015;Chennai;China;Asia;15887;63.8;36.2
2015;Calicut;China;Asia;107494;63.8;36.2
2015;Benguluru;China;Asia;16093;63.8;36.2
2015;Kolkata;China;Asia;4952;63.8;36.2
2015;Hyderabad;China;Asia;9903;63.8;36.2
2015;Cochin;China;Asia;0;63.8;36.2
2016;Delhi;China;Asia;137971;62.9;37.1
2016;Mumbai;China;Asia;46242;62.9;37.1
2016;Chennai;China;Asia;16587;62.9;37.1
2016;Calicut;China;Asia;0;62.9;37.1
2016;Benguluru;China;Asia;18346;62.9;37.1
2016;Kolkata;China;Asia;16335;62.9;37.1
2016;Hyderabad;China;Asia;6032;62.9;37.1
2016;Cochin;China;Asia;1257;62.9;37.1
2017;Delhi;China;Asia;131282;63.7;36.3
2017;Mumbai;China;Asia;46727;63.7;36.3
