year;airport;Country;Continente;annual_visitors_air;male_visitors;female_visitors
2017;Chennai;China;Asia;16812;63.7;36.3
2017;Calicut;China;Asia;0;63.7;36.3
2017;Benguluru;China;Asia;19284;63.7;36.3
2017;Kolkata;China;Asia;15576;63.7;36.3
2017;Hyderabad;China;Asia;6675;63.7;36.3
2017;Cochin;China;Asia;2225;63.7;36.3
2018;Delhi;China;Asia;151591;63.1;36.9
2018;Mumbai;China;Asia;52691;63.1;36.9
2018;Chennai;China;Asia;19442;63.1;36.9
2018;Calicut;China;Asia;0;63.1;36.9
2018;Benguluru;China;Asia;22823;63.1;36.9
2018;Kolkata;China;Asia;15779;63.1;36.9
2018;Hyderabad;China;Asia;7326;63.1;36.9
2018;Cochin;China;Asia;1691;63.1;36.9
2019;Delhi;China;Asia;66870;63.3;36.7
2019;Mumbai;China;Asia;65512;63.3;36.7
2019;Chennai;China;Asia;30550;63.3;36.7
2019;Calicut;China;Asia;0;63.3;36.7
2019;Benguluru;China;Asia;45825;63.3;36.7
2019;Kolkata;China;Asia;78072;63.3;36.7
2019;Hyderabad;China;Asia;16293;63.3;36.7
2019;Cochin;China;Asia;14257;63.3;36.7
2020;Delhi;China;Asia;17259;55.4;44.6
2020;Mumbai;China;Asia;7798;55.4;44.6
2020;Chennai;China;Asia;2613;55.4;44.6
2020;Calicut;China;Asia;0;55.4;44.6
2020;Benguluru;China;Asia;2811;55.4;44.6
2020;Kolkata;China;Asia;5621;55.4;44.6
2020;Hyderabad;China;Asia;1386;55.4;44.6
2020;Cochin;China;Asia;673;55.4;44.6
2014;Delhi;Japan;Asia;26781;50.3;49.7
2014;Mumbai;Japan;Asia;7025;50.3;49.7
2014;Chennai;Japan;Asia;18878;50.3;49.7
2014;Calicut;Japan;Asia;114368;50.3;49.7
2014;Benguluru;Japan;Asia;20195;50.3;49.7
2014;Kolkata;Japan;Asia;3951;50.3;49.7
2014;Hyderabad;Japan;Asia;28318;50.3;49.7
2014;Cochin;Japan;Asia;0;50.3;49.7
2015;Delhi;Japan;Asia;30905;54.2;45.8
2015;Mumbai;Japan;Asia;7467;54.2;45.8
2015;Chennai;Japan;Asia;17838;54.2;45.8
2015;Calicut;Japan;Asia;109723;54.2;45.8
2015;Benguluru;Japan;Asia;20742;54.2;45.8
2015;Kolkata;Japan;Asia;3733;54.2;45.8
2015;Hyderabad;Japan;Asia;17008;54.2;45.8
2015;Cochin;Japan;Asia;0;54.2;45.8
2016;Delhi;Japan;Asia;119878;73.6;26.4
2016;Mumbai;Japan;Asia;33416;73.6;26.4
2016;Chennai;Japan;Asia;19632;73.6;26.4
2016;Calicut;Japan;Asia;0;73.6;26.4
2016;Benguluru;Japan;Asia;20049;73.6;26.4
2016;Kolkata;Japan;Asia;5430;73.6;26.4
2016;Hyderabad;Japan;Asia;2715;73.6;26.4
2016;Cochin;Japan;Asia;1462;73.6;26.4
2017;Delhi;Japan;Asia;129288;73.1;26.9
2017;Mumbai;Japan;Asia;38497;73.1;26.9
2017;Chennai;Japan;Asia;18692;73.1;26.9
2017;Calicut;Japan;Asia;0;73.1;26.9
2017;Benguluru;Japan;Asia;19360;73.1;26.9
2017;Kolkata;Japan;Asia;5341;73.1;26.9
2017;Hyderabad;Japan;Asia;2670;73.1;26.9
2017;Cochin;Japan;Asia;2003;73.1;26.9
2018;Delhi;Japan;Asia;136544;73.2;26.8
2018;Mumbai;Japan;Asia;41578;73.2;26.8
2018;Chennai;Japan;Asia;19371;73.2;26.8
2018;Calicut;Japan;Asia;0;73.2;26.8
2018;Benguluru;Japan;Asia;19608;73.2;26.8
2018;Kolkata;Japan;Asia;5670;73.2;26.8
2018;Hyderabad;Japan;Asia;3544;73.2;26.8
2018;Cochin;Japan;Asia;1890;73.2;26.8
2019;Delhi;Japan;Asia;90066;72.4;27.6
2019;Mumbai;Japan;Asia;54709;72.4;27.6
2019;Chennai;Japan;Asia;18396;72.4;27.6
2019;Calicut;Japan;Asia;0;72.4;27.6
2019;Benguluru;Japan;Asia;18634;72.4;27.6
2019;Kolkata;Japan;Asia;27713;72.4;27.6
2019;Hyderabad;Japan;Asia;9317;72.4;27.6
2019;Cochin;Japan;Asia;8362;72.4;27.6
2020;Delhi;Japan;Asia;23373;68.3;31.7
2020;Mumbai;Japan;Asia;12867;68.3;31.7
2020;Chennai;Japan;Asia;4241;68.3;31.7
2020;Calicut;Japan;Asia;0;68.3;31.7
2020;Benguluru;Japan;Asia;3277;68.3;31.7
2020;Kolkata;Japan;Asia;1398;68.3;31.7
2020;Hyderabad;Japan;Asia;916;68.3;31.7
2020;Cochin;Japan;Asia;723;68.3;31.7
2014;Delhi;Rep. of Korea;Asia;13786;71.2;28.8
2014;Mumbai;Rep. of Korea;Asia;3206;71.2;28.8
2014;Chennai;Rep. of Korea;Asia;9618;71.2;28.8
2014;Calicut;Rep. of Korea;Asia;66046;71.2;28.8
2014;Benguluru;Rep. of Korea;Asia;9191;71.2;28.8
2014;Kolkata;Rep. of Korea;Asia;1282;71.2;28.8
2014;Hyderabad;Rep. of Korea;Asia;3740;71.2;28.8
2014;Cochin;Rep. of Korea;Asia;0;71.2;28.8
2015;Delhi;Rep. of Korea;Asia;13698;74;26
2015;Mumbai;Rep. of Korea;Asia;2781;74;26
2015;Chennai;Rep. of Korea;Asia;9887;74;26
2015;Calicut;Rep. of Korea;Asia;60457;74;26
2015;Benguluru;Rep. of Korea;Asia;9990;74;26
2015;Kolkata;Rep. of Korea;Asia;1648;74;26
2015;Hyderabad;Rep. of Korea;Asia;4532;74;26
2015;Cochin;Rep. of Korea;Asia;0;74;26
2016;Delhi;Rep. of Korea;Asia;53094;64.3;35.7
2016;Mumbai;Rep. of Korea;Asia;21993;64.3;35.7
2016;Chennai;Rep. of Korea;Asia;17772;64.3;35.7
2016;Calicut;Rep. of Korea;Asia;0;64.3;35.7
2016;Benguluru;Rep. of Korea;Asia;6665;64.3;35.7
2016;Kolkata;Rep. of Korea;Asia;4110;64.3;35.7
2016;Hyderabad;Rep. of Korea;Asia;1888;64.3;35.7
2016;Cochin;Rep. of Korea;Asia;5554;64.3;35.7
2017;Delhi;Rep. of Korea;Asia;83579;60.7;39.3
2017;Mumbai;Rep. of Korea;Asia;20503;60.7;39.3
2017;Chennai;Rep. of Korea;Asia;18937;60.7;39.3
2017;Calicut;Rep. of Korea;Asia;0;60.7;39.3
2017;Benguluru;Rep. of Korea;Asia;6834;60.7;39.3
2017;Kolkata;Rep. of Korea;Asia;3560;60.7;39.3
2017;Hyderabad;Rep. of Korea;Asia;1993;60.7;39.3
2017;Cochin;Rep. of Korea;Asia;11391;60.7;39.3
2018;Delhi;Rep. of Korea;Asia;82494;62.7;37.3
2018;Mumbai;Rep. of Korea;Asia;20623;62.7;37.3
2018;Chennai;Rep. of Korea;Asia;20925;62.7;37.3
2018;Calicut;Rep. of Korea;Asia;0;62.7;37.3
2018;Benguluru;Rep. of Korea;Asia;11591;62.7;37.3
2018;Kolkata;Rep. of Korea;Asia;2860;62.7;37.3
2018;Hyderabad;Rep. of Korea;Asia;2559;62.7;37.3
2018;Cochin;Rep. of Korea;Asia;1054;62.7;37.3
2019;Delhi;Rep. of Korea;Asia;58881;64.6;35.4
2019;Mumbai;Rep. of Korea;Asia;41097;64.6;35.4
2019;Chennai;Rep. of Korea;Asia;14646;64.6;35.4
2019;Calicut;Rep. of Korea;Asia;0;64.6;35.4
2019;Benguluru;Rep. of Korea;Asia;17485;64.6;35.4
2019;Kolkata;Rep. of Korea;Asia;5679;64.6;35.4
2019;Hyderabad;Rep. of Korea;Asia;4633;64.6;35.4
2019;Cochin;Rep. of Korea;Asia;2391;64.6;35.4
2020;Delhi;Rep. of Korea;Asia;17249;61.48;38.52
2020;Mumbai;Rep. of Korea;Asia;7042;61.48;38.52
2020;Chennai;Rep. of Korea;Asia;1938;61.48;38.52
2020;Calicut;Rep. of Korea;Asia;32;61.48;38.52
2020;Benguluru;Rep. of Korea;Asia;2423;61.48;38.52
2020;Kolkata;Rep. of Korea;Asia;1131;61.48;38.52
2020;Hyderabad;Rep. of Korea;Asia;646;61.48;38.52
2020;Cochin;Rep. of Korea;Asia;452;61.48;38.52
2014;Delhi;Taiwan;Asia;6526;64.6;35.4
2014;Mumbai;Taiwan;Asia;1398;64.6;35.4
2014;Chennai;Taiwan;Asia;6490;64.6;35.4
2014;Calicut;Taiwan;Asia;15454;64.6;35.4
2014;Benguluru;Taiwan;Asia;2223;64.6;35.4
2014;Kolkata;Taiwan;Asia;681;64.6;35.4
2014;Hyderabad;Taiwan;Asia;3084;64.6;35.4
2014;Cochin;Taiwan;Asia;0;64.6;35.4
2015;Delhi;Taiwan;Asia;7342;65.8;34.2
2015;Mumbai;Taiwan;Asia;1527;65.8;34.2
2015;Chennai;Taiwan;Asia;6361;65.8;34.2
2015;Calicut;Taiwan;Asia;15848;65.8;34.2
2015;Benguluru;Taiwan;Asia;2363;65.8;34.2
2015;Kolkata;Taiwan;Asia;654;65.8;34.2
2015;Hyderabad;Taiwan;Asia;2254;65.8;34.2
2015;Cochin;Taiwan;Asia;0;65.8;34.2
2016;Delhi;Taiwan;Asia;24888;51.4;48.6
2016;Mumbai;Taiwan;Asia;5503;51.4;48.6
2016;Chennai;Taiwan;Asia;3471;51.4;48.6
2016;Calicut;Taiwan;Asia;0;51.4;48.6
2016;Benguluru;Taiwan;Asia;3302;51.4;48.6
2016;Kolkata;Taiwan;Asia;1270;51.4;48.6
2016;Hyderabad;Taiwan;Asia;635;51.4;48.6
2016;Cochin;Taiwan;Asia;339;51.4;48.6
2017;Delhi;Taiwan;Asia;27614;50.9;49.1
2017;Mumbai;Taiwan;Asia;5598;50.9;49.1
2017;Chennai;Taiwan;Asia;3716;50.9;49.1
2017;Calicut;Taiwan;Asia;0;50.9;49.1
2017;Benguluru;Taiwan;Asia;3763;50.9;49.1
2017;Kolkata;Taiwan;Asia;1223;50.9;49.1
2017;Hyderabad;Taiwan;Asia;659;50.9;49.1
2017;Cochin;Taiwan;Asia;3152;50.9;49.1
2018;Delhi;Taiwan;Asia;28339;51.3;48.7
2018;Mumbai;Taiwan;Asia;5836;51.3;48.7
2018;Chennai;Taiwan;Asia;3957;51.3;48.7
2018;Calicut;Taiwan;Asia;0;51.3;48.7
2018;Benguluru;Taiwan;Asia;4352;51.3;48.7
2018;Kolkata;Taiwan;Asia;1187;51.3;48.7
2018;Hyderabad;Taiwan;Asia;890;51.3;48.7
2018;Cochin;Taiwan;Asia;396;51.3;48.7
2019;Delhi;Taiwan;Asia;21013;51.6;48.4
2019;Mumbai;Taiwan;Asia;9735;51.6;48.4
2019;Chennai;Taiwan;Asia;4627;51.6;48.4
2019;Calicut;Taiwan;Asia;48;51.6;48.4
2019;Benguluru;Taiwan;Asia;6410;51.6;48.4
2019;Kolkata;Taiwan;Asia;2024;51.6;48.4
2019;Hyderabad;Taiwan;Asia;1831;51.6;48.4
2019;Cochin;Taiwan;Asia;723;51.6;48.4
2020;Delhi;Taiwan;Asia;2969;47.47;52.53
2020;Mumbai;Taiwan;Asia;1839;47.47;52.53
2020;Chennai;Taiwan;Asia;1139;47.47;52.53
2020;Calicut;Taiwan;Asia;9;47.47;52.53
2020;Benguluru;Taiwan;Asia;915;47.47;52.53
2020;Kolkata;Taiwan;Asia;691;47.47;52.53
2020;Hyderabad;Taiwan;Asia;386;47.47;52.53
2020;Cochin;Taiwan;Asia;144;47.47;52.53
2014;Delhi;Australia;Oceania;42917;57.9;42.1
2014;Mumbai;Australia;Oceania;9351;57.9;42.1
2014;Chennai;Australia;Oceania;23976;57.9;42.1
2014;Calicut;Australia;Oceania;89671;57.9;42.1
2014;Benguluru;Australia;Oceania;20620;57.9;42.1
2014;Kolkata;Australia;Oceania;13906;57.9;42.1
2014;Hyderabad;Australia;Oceania;39321;57.9;42.1
2014;Cochin;Australia;Oceania;0;57.9;42.1
2015;Delhi;Australia;Oceania;9738;57.8;42.2
2015;Mumbai;Australia;Oceania;23425;57.8;42.2
2015;Chennai;Australia;Oceania;98174;57.8;42.2
2015;Calicut;Australia;Oceania;23162;57.8;42.2
2015;Benguluru;Australia;Oceania;0;57.8;42.2
2015;Kolkata;Australia;Oceania;16845;57.8;42.2
2015;Hyderabad;Australia;Oceania;44744;57.8;42.2
2015;Cochin;Australia;Oceania;0;57.8;42.2
2016;Delhi;Australia;Oceania;110697;57.2;42.8
2016;Mumbai;Australia;Oceania;49329;57.2;42.8
2016;Chennai;Australia;Oceania;25839;57.2;42.8
2016;Calicut;Australia;Oceania;0;57.2;42.8
2016;Benguluru;Australia;Oceania;24077;57.2;42.8
2016;Kolkata;Australia;Oceania;10277;57.2;42.8
2016;Hyderabad;Australia;Oceania;18498;57.2;42.8
2016;Cochin;Australia;Oceania;21435;57.2;42.8
2017;Delhi;Australia;Oceania;122564;56.8;43.2
2017;Mumbai;Australia;Oceania;53176;56.8;43.2
2017;Chennai;Australia;Oceania;27561;56.8;43.2
2017;Calicut;Australia;Oceania;0;56.8;43.2
2017;Benguluru;Australia;Oceania;26264;56.8;43.2
2017;Kolkata;Australia;Oceania;10376;56.8;43.2
2017;Hyderabad;Australia;Oceania;20752;56.8;43.2
2017;Cochin;Australia;Oceania;0;56.8;43.2
2018;Delhi;Australia;Oceania;132358;56.5;43.5
2018;Mumbai;Australia;Oceania;54398;56.5;43.5
2018;Chennai;Australia;Oceania;29798;56.5;43.5
2018;Calicut;Australia;Oceania;0;56.5;43.5
2018;Benguluru;Australia;Oceania;29451;56.5;43.5
2018;Kolkata;Australia;Oceania;10395;56.5;43.5
2018;Hyderabad;Australia;Oceania;22175;56.5;43.5
2018;Cochin;Australia;Oceania;29798;56.5;43.5
2019;Delhi;Australia;Oceania;146529;56.1;43.9
2019;Mumbai;Australia;Oceania;47007;56.1;43.9
2019;Chennai;Australia;Oceania;24238;56.1;43.9
2019;Calicut;Australia;Oceania;367;56.1;43.9
2019;Benguluru;Australia;Oceania;9181;56.1;43.9
2019;Kolkata;Australia;Oceania;34888;56.1;43.9
2019;Hyderabad;Australia;Oceania;22034;56.1;43.9
2019;Cochin;Australia;Oceania;52515;56.1;43.9
2020;Delhi;Australia;Oceania;33836;56.37;43.63
2020;Mumbai;Australia;Oceania;11279;56.37;43.63
2020;Chennai;Australia;Oceania;6247;56.37;43.63
2020;Calicut;Australia;Oceania;87;56.37;43.63
2020;Benguluru;Australia;Oceania;6247;56.37;43.63
2020;Kolkata;Australia;Oceania;1909;56.37;43.63
2020;Hyderabad;Australia;Oceania;7721;56.37;43.63
2020;Cochin;Australia;Oceania;1909;56.37;43.63
2014;Delhi;New Zealand;Oceania;11788;55.8;44.2
2014;Mumbai;New Zealand;Oceania;1543;55.8;44.2
2014;Chennai;New Zealand;Oceania;3301;55.8;44.2
2014;Calicut;New Zealand;Oceania;15817;55.8;44.2
2014;Benguluru;New Zealand;Oceania;2658;55.8;44.2
2014;Kolkata;New Zealand;Oceania;2486;55.8;44.2
2014;Hyderabad;New Zealand;Oceania;5272;55.8;44.2
2014;Cochin;New Zealand;Oceania;0;55.8;44.2
2015;Delhi;New Zealand;Oceania;1491;55.3;44.7
2015;Mumbai;New Zealand;Oceania;2891;55.3;44.7
2015;Chennai;New Zealand;Oceania;17933;55.3;44.7
2015;Calicut;New Zealand;Oceania;2755;55.3;44.7
2015;Benguluru;New Zealand;Oceania;0;55.3;44.7
2015;Kolkata;New Zealand;Oceania;2665;55.3;44.7
2015;Hyderabad;New Zealand;Oceania;5737;55.3;44.7
2015;Cochin;New Zealand;Oceania;0;55.3;44.7
2016;Delhi;New Zealand;Oceania;20418;55.2;44.8
2016;Mumbai;New Zealand;Oceania;13035;55.2;44.8
2016;Chennai;New Zealand;Oceania;3310;55.2;44.8
2016;Calicut;New Zealand;Oceania;0;55.2;44.8
2016;Benguluru;New Zealand;Oceania;3004;55.2;44.8
2016;Kolkata;New Zealand;Oceania;1731;55.2;44.8
2016;Hyderabad;New Zealand;Oceania;2902;55.2;44.8
2016;Cochin;New Zealand;Oceania;2800;55.2;44.8
2017;Delhi;New Zealand;Oceania;21790;54.3;45.7
2017;Mumbai;New Zealand;Oceania;14715;54.3;45.7
2017;Chennai;New Zealand;Oceania;3679;54.3;45.7
2017;Calicut;New Zealand;Oceania;0;54.3;45.7
2017;Benguluru;New Zealand;Oceania;3396;54.3;45.7
2017;Kolkata;New Zealand;Oceania;1811;54.3;45.7
2017;Hyderabad;New Zealand;Oceania;3339;54.3;45.7
2017;Cochin;New Zealand;Oceania;0;54.3;45.7
2018;Delhi;New Zealand;Oceania;24205;54.6;45.4
2018;Mumbai;New Zealand;Oceania;15166;54.6;45.4
2018;Chennai;New Zealand;Oceania;3882;54.6;45.4
2018;Calicut;New Zealand;Oceania;0;54.6;45.4
2018;Benguluru;New Zealand;Oceania;4004;54.6;45.4
2018;Kolkata;New Zealand;Oceania;1577;54.6;45.4
2018;Hyderabad;New Zealand;Oceania;3458;54.6;45.4
2018;Cochin;New Zealand;Oceania;4004;54.6;45.4
2019;Delhi;New Zealand;Oceania;32513;54.5;45.5
2019;Mumbai;New Zealand;Oceania;11996;54.5;45.5
2019;Chennai;New Zealand;Oceania;3474;54.5;45.5
2019;Calicut;New Zealand;Oceania;0;54.5;45.5
2019;Benguluru;New Zealand;Oceania;1377;54.5;45.5
2019;Kolkata;New Zealand;Oceania;2950;54.5;45.5
2019;Hyderabad;New Zealand;Oceania;5441;54.5;45.5
2019;Cochin;New Zealand;Oceania;3671;54.5;45.5
2020;Delhi;New Zealand;Oceania;8110;54.9;45.1
2020;Mumbai;New Zealand;Oceania;3247;54.9;45.1
2020;Chennai;New Zealand;Oceania;866;54.9;45.1
2020;Calicut;New Zealand;Oceania;0;54.9;45.1
2020;Benguluru;New Zealand;Oceania;983;54.9;45.1
2020;Kolkata;New Zealand;Oceania;250;54.9;45.1
2020;Hyderabad;New Zealand;Oceania;649;54.9;45.1
2020;Cochin;New Zealand;Oceania;1499;54.9;45.1
